Datetime,Power,Temperature,Smooth,Day_of_Week,Events
2010-01-01 00:00:00,586.5,10.0,575.905223140496,4,0
2010-01-01 01:00:00,572.5,9.0,553.5615647382922,4,0
2010-01-01 02:00:00,582.9,9.0,547.2871129476584,4,0
2010-01-01 03:00:00,620.0,8.0,558.8392176308539,4,0
2010-01-01 04:00:00,650.3,7.0,566.4537741046834,4,0
2010-01-01 05:00:00,672.3000000000001,6.0,578.6723085399451,4,0
2010-01-01 06:00:00,699.0,6.0,622.7664903581269,4,0
2010-01-01 07:00:00,1117.5,6.0,954.3332837465565,4,0
2010-01-01 08:00:00,1115.0,7.0,1011.7857465564739,4,0
2010-01-01 09:00:00,1112.2,11.0,1051.759300275482,4,0
2010-01-01 10:00:00,1109.8,12.0,1069.4098071625344,4,0
2010-01-01 11:00:00,1100.6999999999998,15.0,1111.2676253443526,4,0
2010-01-01 12:00:00,1111.8,17.0,1121.661652892562,4,0
2010-01-01 13:00:00,1098.2,18.0,1136.629608815427,4,0
2010-01-01 14:00:00,1090.5,17.0,1140.1456473829203,4,0
2010-01-01 15:00:00,1179.6,14.0,1158.9920550964184,4,0
2010-01-01 16:00:00,1231.7,14.0,1186.9168705234158,4,0
2010-01-01 17:00:00,1245.9,13.0,1189.9854655647384,4,0
2010-01-01 18:00:00,1249.1999999999998,13.0,1178.8956584022037,4,0
2010-01-01 19:00:00,1230.3999999999999,13.0,1187.664622589531,4,0
2010-01-01 20:00:00,1180.6,13.0,1088.2700440771348,4,0
2010-01-01 21:00:00,669.6,12.0,786.5253498622586,4,0
2010-01-01 22:00:00,635.9,11.0,715.3391404958678,4,0
2010-01-01 23:00:00,640.8,11.0,691.7364297520658,4,0
2010-01-02 00:00:00,637.8,10.0,687.6492231404955,5,0
2010-01-02 01:00:00,624.5,9.0,664.6695647382921,5,0
2010-01-02 02:00:00,648.4,8.0,659.2751129476585,5,0
2010-01-02 03:00:00,676.1,7.0,673.3392176308537,5,0
2010-01-02 04:00:00,664.4,6.0,679.7417741046834,5,0
2010-01-02 05:00:00,666.9,5.0,688.1363085399448,5,0
2010-01-02 06:00:00,646.2,4.0,711.1624903581267,5,0
2010-01-02 07:00:00,1100.8,3.0,1020.1492837465565,5,0
2010-01-02 08:00:00,1114.0,5.0,1054.1937465564743,5,0
2010-01-02 09:00:00,1117.1999999999998,6.0,1071.4073002754822,5,0
2010-01-02 10:00:00,1095.3,8.0,1085.1938071625345,5,0
2010-01-02 11:00:00,1118.2,10.0,1124.3076253443528,5,0
2010-01-02 12:00:00,1108.8000000000002,11.0,1132.0616528925623,5,0
2010-01-02 13:00:00,1093.3999999999999,12.0,1145.3016088154272,5,0
2010-01-02 14:00:00,1100.9,12.0,1148.1496473829202,5,0
2010-01-02 15:00:00,1220.7,9.0,1164.9440550964187,5,0
2010-01-02 16:00:00,1266.0,6.0,1191.264870523416,5,0
2010-01-02 17:00:00,1264.5,5.0,1192.3814655647384,5,0
2010-01-02 18:00:00,1269.3999999999999,6.0,1183.183658402204,5,0
