Datetime,Power,Temperature,Smooth,Day_of_Week,Events
2010-01-01 00:00:00,617.3,51.0,513.1733829201103,4,0
2010-01-01 01:00:00,633.7,51.0,520.6717796143248,4,0
2010-01-01 02:00:00,617.0,50.0,518.6778512396695,4,0
2010-01-01 03:00:00,648.5,50.0,523.6620385674931,4,0
2010-01-01 04:00:00,637.1,50.0,536.7850468319559,4,0
2010-01-01 05:00:00,652.3,49.0,559.9117134986227,4,0
2010-01-01 06:00:00,683.3,50.0,628.0276033057854,4,0
2010-01-01 07:00:00,1034.1,50.0,973.7813774104683,4,0
2010-01-01 08:00:00,1046.7,51.0,998.6739393939395,4,0
2010-01-01 09:00:00,1043.8,53.0,1040.52079338843,4,0
2010-01-01 10:00:00,1088.1,56.0,1096.4669862258954,4,0
2010-01-01 11:00:00,1084.0,57.0,1118.982958677686,4,0
2010-01-01 12:00:00,1108.6999999999998,56.0,1132.052743801653,4,0
2010-01-01 13:00:00,1112.2,59.0,1138.5770358126722,4,0
2010-01-01 14:00:00,1107.2,62.0,1144.2839559228653,4,0
2010-01-01 15:00:00,1138.2,61.0,1147.7579173553718,4,0
2010-01-01 16:00:00,1276.3,60.0,1165.9852231404961,4,0
2010-01-01 17:00:00,1305.9,58.0,1170.9792506887054,4,0
2010-01-01 18:00:00,1334.0,58.0,1213.606236914601,4,0
2010-01-01 19:00:00,1302.4,56.0,1240.487173553719,4,0
2010-01-01 20:00:00,1203.4,56.0,1219.9836033057852,4,0
2010-01-01 21:00:00,1197.9,55.0,1113.9351955922864,4,0
2010-01-01 22:00:00,724.4,56.0,761.6923746556473,4,0
2010-01-01 23:00:00,629.1,51.0,672.8358181818185,4,0
2010-01-02 00:00:00,622.1,50.0,669.3333829201101,5,0
2010-01-02 01:00:00,618.9000000000001,50.0,678.1997796143253,5,0
2010-01-02 02:00:00,640.5,49.0,676.2178512396695,5,0
2010-01-02 03:00:00,642.9000000000001,48.0,678.7700385674932,5,0
2010-01-02 04:00:00,642.9000000000001,50.0,687.4330468319561,5,0
2010-01-02 05:00:00,658.0999999999999,51.0,697.0917134986227,5,0
2010-01-02 06:00:00,713.0,50.0,735.5996033057855,5,0
2010-01-02 07:00:00,1081.7,52.0,1047.3173774104685,5,0
2010-01-02 08:00:00,1073.8,53.0,1043.6099393939396,5,0
2010-01-02 09:00:00,1029.2,54.0,1060.7647933884296,5,0
2010-01-02 10:00:00,1131.6,56.0,1092.8229862258956,5,0
2010-01-02 11:00:00,1110.0,57.0,1111.846958677686,5,0
2010-01-02 12:00:00,1180.1,56.0,1124.024743801653,5,0
2010-01-02 13:00:00,1171.1,56.0,1130.7410358126722,5,0
2010-01-02 14:00:00,1131.6000000000001,56.0,1136.5639559228648,5,0
2010-01-02 15:00:00,1140.8,56.0,1138.9099173553718,5,0
2010-01-02 16:00:00,1256.3,54.0,1157.8932231404958,5,0
2010-01-02 17:00:00,1211.4,55.0,1163.4192506887052,5,0
2010-01-02 18:00:00,1216.4,54.0,1206.7462369146006,5,0
2010-01-02 19:00:00,1133.1999999999998,53.0,1231.375173553719,5,0
2010-01-02 20:00:00,1153.7,49.0,1207.463603305785,5,0
2010-01-02 21:00:00,1135.5,48.0,1101.3311955922868,5,0
2010-01-02 22:00:00,708.0999999999999,48.0,747.2123746556475,5,0
2010-01-02 23:00:00,632.5,46.0,655.3478181818184,5,0
2010-01-03 00:00:00,611.6,45.0,648.0973829201102,6,0
2010-01-03 01:00:00,628.5,44.0,650.6477796143249,6,0
2010-01-03 02:00:00,628.5999999999999,43.0,644.3218512396693,6,0
2010-01-03 03:00:00,638.2,42.0,644.098038567493,6,0
2010-01-03 04:00:00,656.2,41.0,652.6530468319561,6,0
2010-01-03 05:00:00,677.2,41.0,664.5677134986224,6,0
2010-01-03 06:00:00,736.3000000000001,39.0,707.531603305785,6,0
2010-01-03 07:00:00,1055.1,39.0,1025.9693774104685,6,0
2010-01-03 08:00:00,1036.2,43.0,1028.6659393939392,6,0
2010-01-03 09:00:00,1054.2,46.0,1030.92079338843,6,0
