Datetime,Power,Temperature,Smooth,Day_of_Week,Events
2010-01-01 00:00:00,627.3,67.0,537.9653663911845,4,0
2010-01-01 01:00:00,624.8,63.0,524.4881322314048,4,0
2010-01-01 02:00:00,704.0,64.0,620.5926280991733,4,0
2010-01-01 03:00:00,768.5,63.0,692.8044187327823,4,0
2010-01-01 04:00:00,728.2,62.0,702.8271735537188,4,0
2010-01-01 05:00:00,797.4999999999999,63.0,730.2645730027546,4,0
2010-01-01 06:00:00,820.9,62.0,790.3577630853991,4,0
2010-01-01 07:00:00,1354.3,63.0,1215.1396914600552,4,0
2010-01-01 08:00:00,1450.1000000000001,69.0,1305.2691239669423,4,0
2010-01-01 09:00:00,1505.1000000000001,74.0,1377.679603305785,4,0
2010-01-01 10:00:00,1568.0,75.0,1451.1239118457302,4,0
2010-01-01 11:00:00,1625.0,79.0,1487.2156253443525,4,0
2010-01-01 12:00:00,1619.6000000000001,78.0,1500.924462809917,4,0
2010-01-01 13:00:00,1646.7,78.0,1506.58329476584,4,0
2010-01-01 14:00:00,1541.4,76.0,1513.9572341597795,4,0
2010-01-01 15:00:00,1510.1,66.0,1494.4497851239669,4,0
2010-01-01 16:00:00,1574.8000000000002,65.0,1482.936561983471,4,0
2010-01-01 17:00:00,1655.3000000000002,65.0,1493.3827217630853,4,0
2010-01-01 18:00:00,1617.6999999999998,64.0,1505.035438016529,4,0
2010-01-01 19:00:00,1604.9,64.0,1537.6687052341595,4,0
2010-01-01 20:00:00,1545.2,60.0,1467.3974325068873,4,0
2010-01-01 21:00:00,1354.3999999999999,58.0,1307.9171129476583,4,0
2010-01-01 22:00:00,731.9000000000001,56.0,872.4523966942146,4,0
2010-01-01 23:00:00,536.6,54.0,689.9708429752066,4,0
2010-01-02 00:00:00,511.4,53.0,618.8293663911847,5,0
2010-01-02 01:00:00,524.0,52.0,594.0281322314048,5,0
2010-01-02 02:00:00,641.2,51.0,681.7166280991731,5,0
2010-01-02 03:00:00,676.8,51.0,749.3364187327825,5,0
2010-01-02 04:00:00,672.7,51.0,752.8111735537192,5,0
2010-01-02 05:00:00,702.2,48.0,766.2365730027548,5,0
2010-01-02 06:00:00,702.2,47.0,787.0537630853993,5,0
2010-01-02 07:00:00,1161.3000000000002,47.0,1173.3276914600547,5,0
2010-01-02 08:00:00,1201.0,50.0,1221.6171239669416,5,0
2010-01-02 09:00:00,1221.9,52.0,1259.699603305785,5,0
2010-01-02 10:00:00,1217.0,56.0,1306.8199118457296,5,0
2010-01-02 11:00:00,1265.6000000000001,59.0,1341.6676253443527,5,0
2010-01-02 12:00:00,1352.6999999999998,62.0,1361.7804628099173,5,0
2010-01-02 13:00:00,1358.2,64.0,1373.84329476584,5,0
2010-01-02 14:00:00,1409.7,64.0,1383.7572341597797,5,0
2010-01-02 15:00:00,1431.6000000000001,64.0,1365.4097851239674,5,0
2010-01-02 16:00:00,1471.1000000000001,62.0,1356.5765619834713,5,0
2010-01-02 17:00:00,1525.4999999999998,58.0,1367.6147217630853,5,0
2010-01-02 18:00:00,1470.1999999999998,56.0,1382.2194380165288,5,0
2010-01-02 19:00:00,1462.4,53.0,1419.3287052341595,5,0
